latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight
36.35402,-114.91003,297.74,0.64,0.72,2025-05-19,830,N,VIIRS,n,2.0NRT,286.41,1.95,N
36.36043,-114.91407,298.27,0.64,0.72,2025-05-19,830,N,VIIRS,n,2.0NRT,286.97,1.21,N
24.06966,-105.8279,301.69,0.45,0.39,2025-05-19,833,N,VIIRS,n,2.0NRT,285.24,0.77,N
24.07326,-105.82761,297.35,0.45,0.39,2025-05-19,833,N,VIIRS,n,2.0NRT,285.51,0.7,N
24.07756,-105.83231,298.05,0.45,0.39,2025-05-19,833,N,VIIRS,n,2.0NRT,287.6,0.91,N
24.07995,-105.82317,316.38,0.45,0.39,2025-05-19,833,N,VIIRS,n,2.0NRT,287.98,1.71,N
24.08359,-105.82309,310.85,0.45,0.39,2025-05-19,833,N,VIIRS,n,2.0NRT,288.61,1.71,N
24.08721,-105.82294,326.5,0.45,0.39,2025-05-19,833,N,VIIRS,n,2.0NRT,290.88,1.82,N
24.0889,-105.8352,299.51,0.45,0.39,2025-05-19,833,N,VIIRS,n,2.0NRT,287.63,0.41,N
24.0908,-105.82247,311.89,0.45,0.39,2025-05-19,833,N,VIIRS,n,2.0NRT,289.59,1.82,N
24.09135,-105.82647,303.11,0.45,0.39,2025-05-19,833,N,VIIRS,n,2.0NRT,287.86,1.82,N
24.09241,-105.83424,296.9,0.45,0.39,2025-05-19,833,N,VIIRS,n,2.0NRT,285.44,0.41,N
24.093,-105.8385,300.28,0.45,0.39,2025-05-19,833,N,VIIRS,n,2.0NRT,285.11,0.48,N
24.09493,-105.82596,340.3,0.45,0.39,2025-05-19,833,N,VIIRS,n,2.0NRT,291.7,6.34,N
24.09546,-105.8299,324.05,0.45,0.39,2025-05-19,833,N,VIIRS,n,2.0NRT,288.15,1.4,N
24.09596,-105.83352,302.24,0.45,0.39,2025-05-19,833,N,VIIRS,n,2.0NRT,284.91,1.4,N
24.09957,-105.83321,304.65,0.45,0.39,2025-05-19,833,N,VIIRS,n,2.0NRT,287.91,1.4,N
24.1007,-105.84144,302.95,0.45,0.39,2025-05-19,833,N,VIIRS,n,2.0NRT,285.05,1.08,N
24.10139,-105.84638,302.05,0.45,0.39,2025-05-19,833,N,VIIRS,n,2.0NRT,286.07,0.78,N
24.10319,-105.83298,314.27,0.45,0.39,2025-05-19,833,N,VIIRS,n,2.0NRT,290.23,1.94,N
24.10366,-105.83645,310.08,0.45,0.39,2025-05-19,833,N,VIIRS,n,2.0NRT,288.58,0.89,N
24.1429,-106.20308,302.08,0.47,0.4,2025-05-19,833,N,VIIRS,n,2.0NRT,288.5,0.77,N
24.3234,-106.83485,307.32,0.5,0.41,2025-05-19,833,N,VIIRS,n,2.0NRT,291.58,1.03,N
24.3319,-106.06491,296.28,0.46,0.39,2025-05-19,833,N,VIIRS,n,2.0NRT,284.19,0.85,N
24.33964,-106.06746,302.35,0.46,0.39,2025-05-19,833,N,VIIRS,n,2.0NRT,285.25,0.9,N
24.35111,-106.07032,314.11,0.46,0.39,2025-05-19,833,N,VIIRS,n,2.0NRT,285.47,3.25,N
24.35413,-106.06533,314.73,0.46,0.39,2025-05-19,833,N,VIIRS,n,2.0NRT,284.24,3.25,N
24.35473,-106.06975,343.27,0.46,0.39,2025-05-19,833,N,VIIRS,n,2.0NRT,289.71,3.25,N
24.35514,-106.0674,334.59,0.46,0.39,2025-05-19,833,N,VIIRS,n,2.0NRT,287.32,5.51,N
24.35536,-106.07437,302.81,0.46,0.39,2025-05-19,833,N,VIIRS,n,2.0NRT,285.34,1.86,N
24.35574,-106.0719,331.78,0.46,0.39,2025-05-19,833,N,VIIRS,n,2.0NRT,287.52,5.51,N
24.35778,-106.06502,295.7,0.46,0.39,2025-05-19,833,N,VIIRS,n,2.0NRT,283.49,2.06,N
24.35839,-106.06948,327.84,0.46,0.39,2025-05-19,833,N,VIIRS,n,2.0NRT,286.69,2.06,N
24.35902,-106.07409,314.74,0.46,0.39,2025-05-19,833,N,VIIRS,n,2.0NRT,286.76,4.62,N
24.35939,-106.07166,334.35,0.46,0.39,2025-05-19,833,N,VIIRS,n,2.0NRT,290.15,5.51,N
24.36205,-106.06921,315.52,0.46,0.39,2025-05-19,833,N,VIIRS,n,2.0NRT,284.11,2.06,N
24.36268,-106.07379,333.51,0.46,0.39,2025-05-19,833,N,VIIRS,n,2.0NRT,288.47,4.62,N
24.36304,-106.07135,333.7,0.46,0.39,2025-05-19,833,N,VIIRS,n,2.0NRT,286.28,2.23,N
24.36365,-106.07598,306.69,0.46,0.39,2025-05-19,833,N,VIIRS,n,2.0NRT,285.3,1.95,N
24.36666,-106.07079,307.97,0.46,0.39,2025-05-19,833,N,VIIRS,n,2.0NRT,283.61,2.23,N
24.36728,-106.07551,305.31,0.46,0.39,2025-05-19,833,N,VIIRS,n,2.0NRT,284.39,1.95,N
24.46354,-106.52506,317.05,0.49,0.4,2025-05-19,833,N,VIIRS,n,2.0NRT,290.04,2.33,N
24.46723,-106.52426,303.67,0.49,0.4,2025-05-19,833,N,VIIRS,n,2.0NRT,289.92,1.16,N
24.46861,-106.53486,318.92,0.49,0.4,2025-05-19,833,N,VIIRS,n,2.0NRT,292.62,4.03,N
24.46935,-106.54057,352.81,0.49,0.4,2025-05-19,833,N,VIIRS,n,2.0NRT,296.84,4.03,N
24.47004,-106.54594,312.83,0.49,0.4,2025-05-19,833,N,VIIRS,n,2.0NRT,291.36,2.31,N
24.47303,-106.53976,307.09,0.49,0.4,2025-05-19,833,N,VIIRS,n,2.0NRT,291.62,4.03,N
24.47374,-106.54517,311.0,0.49,0.4,2025-05-19,833,N,VIIRS,n,2.0NRT,292.54,2.31,N
24.47526,-106.52779,303.39,0.49,0.4,2025-05-19,833,N,VIIRS,n,2.0NRT,289.69,0.91,N
24.4797,-106.53278,303.04,0.49,0.4,2025-05-19,833,N,VIIRS,n,2.0NRT,290.77,2.11,N
24.48198,-106.52125,312.09,0.49,0.4,2025-05-19,833,N,VIIRS,n,2.0NRT,288.91,1.28,N
24.48382,-106.59333,311.03,0.49,0.4,2025-05-19,833,N,VIIRS,n,2.0NRT,292.93,1.12,N
24.48567,-106.52054,308.44,0.49,0.4,2025-05-19,833,N,VIIRS,n,2.0NRT,289.02,1.28,N
24.48695,-106.58819,311.28,0.49,0.4,2025-05-19,833,N,VIIRS,n,2.0NRT,292.07,2.47,N
24.48756,-106.59286,306.98,0.49,0.4,2025-05-19,833,N,VIIRS,n,2.0NRT,292.74,1.12,N
24.48818,-106.59764,303.83,0.49,0.4,2025-05-19,833,N,VIIRS,n,2.0NRT,292.23,1.12,N
24.48936,-106.51977,305.53,0.49,0.4,2025-05-19,833,N,VIIRS,n,2.0NRT,288.25,0.6,N
24.49001,-106.52473,300.46,0.49,0.4,2025-05-19,833,N,VIIRS,n,2.0NRT,289.16,0.6,N
24.49007,-106.58302,310.52,0.49,0.4,2025-05-19,833,N,VIIRS,n,2.0NRT,288.55,2.75,N
24.49069,-106.58775,334.6,0.49,0.4,2025-05-19,833,N,VIIRS,n,2.0NRT,293.35,2.75,N
24.49125,-106.56298,322.69,0.49,0.4,2025-05-19,833,N,VIIRS,n,2.0NRT,292.37,3.23,N
24.4913,-106.59242,309.28,0.49,0.4,2025-05-19,833,N,VIIRS,n,2.0NRT,292.6,1.11,N
24.4919,-106.56793,326.99,0.49,0.4,2025-05-19,833,N,VIIRS,n,2.0NRT,292.61,3.23,N
24.49192,-106.59713,304.71,0.49,0.4,2025-05-19,833,N,VIIRS,n,2.0NRT,292.34,1.11,N
24.49254,-106.57284,301.95,0.49,0.4,2025-05-19,833,N,VIIRS,n,2.0NRT,289.68,0.85,N
24.49358,-106.55187,304.34,0.49,0.4,2025-05-19,833,N,VIIRS,n,2.0NRT,292.6,1.54,N
24.49504,-106.53411,305.76,0.49,0.4,2025-05-19,833,N,VIIRS,n,2.0NRT,289.22,0.98,N
24.49505,-106.59199,307.23,0.49,0.4,2025-05-19,833,N,VIIRS,n,2.0NRT,290.44,1.11,N
24.49806,-106.52831,302.52,0.49,0.4,2025-05-19,833,N,VIIRS,n,2.0NRT,288.57,1.15,N
24.49878,-106.53377,308.5,0.49,0.4,2025-05-19,833,N,VIIRS,n,2.0NRT,288.71,1.15,N
24.49928,-106.9533,300.59,0.51,0.41,2025-05-19,833,N,VIIRS,n,2.0NRT,289.78,0.19,N
24.50027,-106.54505,305.97,0.49,0.4,2025-05-19,833,N,VIIRS,n,2.0NRT,292.12,1.04,N
24.50101,-106.55067,307.83,0.49,0.4,2025-05-19,833,N,VIIRS,n,2.0NRT,292.15,1.66,N
24.50401,-106.54465,303.89,0.49,0.4,2025-05-19,833,N,VIIRS,n,2.0NRT,291.54,1.04,N
24.50474,-106.55013,313.51,0.49,0.4,2025-05-19,833,N,VIIRS,n,2.0NRT,292.52,1.66,N
24.55796,-106.66076,303.5,0.5,0.41,2025-05-19,833,N,VIIRS,n,2.0NRT,292.48,0.9,N
24.61813,-105.55964,295.29,0.44,0.39,2025-05-19,833,N,VIIRS,n,2.0NRT,281.67,0.92,N
24.62108,-105.55464,300.58,0.44,0.39,2025-05-19,833,N,VIIRS,n,2.0NRT,281.94,0.92,N
24.69527,-106.65228,313.84,0.5,0.41,2025-05-19,833,N,VIIRS,n,2.0NRT,293.1,1.94,N
24.69589,-106.65708,313.26,0.5,0.41,2025-05-19,833,N,VIIRS,n,2.0NRT,293.54,2.39,N
24.69723,-106.66752,310.06,0.5,0.41,2025-05-19,833,N,VIIRS,n,2.0NRT,293.28,1.56,N
24.69901,-106.6516,327.91,0.5,0.41,2025-05-19,833,N,VIIRS,n,2.0NRT,294.11,2.07,N
24.69964,-106.65647,319.4,0.5,0.41,2025-05-19,833,N,VIIRS,n,2.0NRT,293.77,3.71,N
24.70099,-106.66695,304.4,0.5,0.41,2025-05-19,833,N,VIIRS,n,2.0NRT,292.56,0.93,N
24.70275,-106.65096,306.4,0.5,0.41,2025-05-19,833,N,VIIRS,n,2.0NRT,292.88,2.07,N
24.89327,-99.89386,319.16,0.43,0.38,2025-05-19,833,N,VIIRS,n,2.0NRT,292.09,3.01,N
24.89674,-99.89323,313.82,0.43,0.38,2025-05-19,833,N,VIIRS,n,2.0NRT,292.96,3.17,N
24.90147,-99.89976,313.08,0.43,0.38,2025-05-19,833,N,VIIRS,n,2.0NRT,294.34,2.45,N
25.03766,-106.26369,298.25,0.48,0.4,2025-05-19,833,N,VIIRS,n,2.0NRT,282.95,0.79,N
25.03826,-106.26828,309.24,0.48,0.4,2025-05-19,833,N,VIIRS,n,2.0NRT,282.74,2.55,N
25.04041,-107.3052,303.35,0.54,0.42,2025-05-19,833,N,VIIRS,n,2.0NRT,292.22,1.2,N
25.04194,-106.26772,300.08,0.48,0.4,2025-05-19,833,N,VIIRS,n,2.0NRT,282.65,1.58,N
25.04253,-106.27227,316.26,0.48,0.4,2025-05-19,833,N,VIIRS,n,2.0NRT,284.25,1.58,N
25.04312,-106.27683,317.89,0.48,0.4,2025-05-19,833,N,VIIRS,n,2.0NRT,285.23,2.14,N
25.04371,-106.28139,316.42,0.48,0.4,2025-05-19,833,N,VIIRS,n,2.0NRT,284.31,2.14,N
25.04498,-107.30991,309.77,0.54,0.42,2025-05-19,833,N,VIIRS,n,2.0NRT,293.52,2.51,N
25.0474,-106.28084,314.15,0.48,0.4,2025-05-19,833,N,VIIRS,n,2.0NRT,284.78,2.14,N
25.04953,-107.31441,304.61,0.54,0.42,2025-05-19,833,N,VIIRS,n,2.0NRT,293.8,1.88,N
25.04965,-107.31939,310.4,0.54,0.42,2025-05-19,833,N,VIIRS,n,2.0NRT,293.4,2.02,N
25.05027,-107.32026,314.47,0.54,0.42,2025-05-19,833,N,VIIRS,n,2.0NRT,292.99,1.88,N
25.05352,-107.31844,316.57,0.54,0.42,2025-05-19,833,N,VIIRS,n,2.0NRT,294.52,2.02,N
25.05414,-107.31934,313.59,0.54,0.42,2025-05-19,833,N,VIIRS,n,2.0NRT,293.78,2.61,N
25.05652,-107.30687,310.25,0.54,0.42,2025-05-19,833,N,VIIRS,n,2.0NRT,293.61,1.74,N
25.05741,-107.31767,316.08,0.54,0.42,2025-05-19,833,N,VIIRS,n,2.0NRT,295.0,2.99,N
25.05803,-107.31864,314.0,0.54,0.42,2025-05-19,833,N,VIIRS,n,2.0NRT,294.42,2.61,N
25.05991,-107.30544,308.15,0.54,0.42,2025-05-19,833,N,VIIRS,n,2.0NRT,293.38,2.5,N
25.06044,-107.30637,316.56,0.54,0.42,2025-05-19,833,N,VIIRS,n,2.0NRT,294.35,1.64,N
25.06058,-107.31097,317.62,0.54,0.42,2025-05-19,833,N,VIIRS,n,2.0NRT,294.63,2.5,N
25.06115,-107.3119,306.83,0.54,0.42,2025-05-19,833,N,VIIRS,n,2.0NRT,294.13,2.14,N
25.07832,-107.52559,304.13,0.56,0.43,2025-05-19,833,N,VIIRS,n,2.0NRT,291.96,1.45,N
25.1297,-106.50748,301.1,0.49,0.41,2025-05-19,833,N,VIIRS,n,2.0NRT,286.24,1.0,N
25.22892,-107.16067,310.39,0.53,0.42,2025-05-19,833,N,VIIRS,n,2.0NRT,292.42,1.78,N
25.23202,-107.15398,305.89,0.53,0.42,2025-05-19,833,N,VIIRS,n,2.0NRT,291.78,0.75,N
25.23273,-107.15959,303.74,0.53,0.42,2025-05-19,833,N,VIIRS,n,2.0NRT,291.99,1.44,N
25.23477,-107.17574,303.5,0.54,0.42,2025-05-19,833,N,VIIRS,n,2.0NRT,291.47,0.88,N
25.24603,-107.1411,305.26,0.53,0.42,2025-05-19,833,N,VIIRS,n,2.0NRT,292.27,0.9,N
25.24625,-107.1416,304.49,0.53,0.42,2025-05-19,833,N,VIIRS,n,2.0NRT,292.13,0.84,N
25.24661,-107.14578,303.0,0.53,0.42,2025-05-19,833,N,VIIRS,n,2.0NRT,291.8,0.9,N
25.25015,-107.14121,302.85,0.53,0.42,2025-05-19,833,N,VIIRS,n,2.0NRT,292.21,0.84,N
25.25832,-107.17724,303.46,0.54,0.42,2025-05-19,833,N,VIIRS,n,2.0NRT,291.88,0.65,N
25.25878,-107.17781,310.44,0.54,0.42,2025-05-19,833,N,VIIRS,n,2.0NRT,292.76,1.28,N
25.25904,-107.1832,303.16,0.54,0.42,2025-05-19,833,N,VIIRS,n,2.0NRT,292.41,1.04,N
25.26223,-107.17686,302.35,0.54,0.42,2025-05-19,833,N,VIIRS,n,2.0NRT,291.84,1.4,N
25.26269,-107.17748,303.66,0.54,0.42,2025-05-19,833,N,VIIRS,n,2.0NRT,291.7,1.28,N
25.26487,-107.16618,302.99,0.54,0.42,2025-05-19,833,N,VIIRS,n,2.0NRT,292.52,1.75,N
25.26553,-107.17153,309.02,0.54,0.42,2025-05-19,833,N,VIIRS,n,2.0NRT,293.16,1.4,N
25.26619,-107.17701,318.9,0.54,0.42,2025-05-19,833,N,VIIRS,n,2.0NRT,293.69,1.4,N
25.27046,-107.14706,302.89,0.53,0.42,2025-05-19,833,N,VIIRS,n,2.0NRT,291.2,1.01,N
25.27267,-107.16529,307.18,0.54,0.42,2025-05-19,833,N,VIIRS,n,2.0NRT,292.97,1.5,N
25.27374,-107.14168,303.22,0.53,0.42,2025-05-19,833,N,VIIRS,n,2.0NRT,292.27,0.33,N
25.27824,-107.14609,303.24,0.53,0.42,2025-05-19,833,N,VIIRS,n,2.0NRT,291.24,1.64,N
25.2796,-107.15717,302.73,0.54,0.42,2025-05-19,833,N,VIIRS,n,2.0NRT,291.6,1.4,N
25.28033,-107.16323,309.72,0.54,0.42,2025-05-19,833,N,VIIRS,n,2.0NRT,292.07,1.4,N
25.41472,-108.22355,299.08,0.41,0.45,2025-05-19,833,N,VIIRS,n,2.0NRT,286.46,0.53,N
25.41554,-107.19422,313.57,0.54,0.42,2025-05-19,833,N,VIIRS,n,2.0NRT,291.7,1.36,N
25.41763,-107.17908,310.38,0.54,0.42,2025-05-19,833,N,VIIRS,n,2.0NRT,292.45,2.45,N
25.41821,-107.18369,315.02,0.54,0.42,2025-05-19,833,N,VIIRS,n,2.0NRT,292.73,1.36,N
25.41878,-107.18829,308.07,0.54,0.42,2025-05-19,833,N,VIIRS,n,2.0NRT,291.4,1.36,N
25.42014,-107.19931,304.74,0.54,0.42,2025-05-19,833,N,VIIRS,n,2.0NRT,290.39,0.29,N
25.42026,-107.16833,304.08,0.54,0.42,2025-05-19,833,N,VIIRS,n,2.0NRT,292.52,1.11,N
25.42086,-107.17313,310.39,0.54,0.42,2025-05-19,833,N,VIIRS,n,2.0NRT,292.75,2.45,N
25.42147,-107.17808,329.36,0.54,0.42,2025-05-19,833,N,VIIRS,n,2.0NRT,293.99,2.45,N
25.42407,-107.19898,301.27,0.54,0.42,2025-05-19,833,N,VIIRS,n,2.0NRT,290.39,0.29,N
25.42415,-107.16773,320.08,0.54,0.42,2025-05-19,833,N,VIIRS,n,2.0NRT,293.55,1.62,N
25.42473,-107.17236,303.85,0.54,0.42,2025-05-19,833,N,VIIRS,n,2.0NRT,293.31,1.96,N
25.42805,-107.19902,306.91,0.54,0.42,2025-05-19,833,N,VIIRS,n,2.0NRT,291.64,0.79,N
25.42805,-107.1672,304.53,0.54,0.42,2025-05-19,833,N,VIIRS,n,2.0NRT,293.23,1.62,N
25.43197,-107.16684,326.64,0.54,0.42,2025-05-19,833,N,VIIRS,n,2.0NRT,294.21,3.61,N
25.43201,-107.19898,303.29,0.54,0.42,2025-05-19,833,N,VIIRS,n,2.0NRT,292.76,0.79,N
25.44758,-107.19646,304.07,0.54,0.42,2025-05-19,833,N,VIIRS,n,2.0NRT,292.56,1.04,N
25.47882,-107.19219,310.77,0.54,0.42,2025-05-19,833,N,VIIRS,n,2.0NRT,293.37,1.89,N
25.47926,-107.19713,312.31,0.54,0.42,2025-05-19,833,N,VIIRS,n,2.0NRT,294.46,2.51,N
25.47957,-107.1666,331.81,0.54,0.42,2025-05-19,833,N,VIIRS,n,2.0NRT,291.54,2.97,N
25.48016,-107.17142,312.52,0.54,0.42,2025-05-19,833,N,VIIRS,n,2.0NRT,290.55,2.97,N
25.48344,-107.16587,319.89,0.54,0.42,2025-05-19,833,N,VIIRS,n,2.0NRT,292.15,1.99,N
25.48406,-107.17094,321.72,0.54,0.42,2025-05-19,833,N,VIIRS,n,2.0NRT,291.19,1.99,N
25.4848,-107.1771,304.63,0.54,0.42,2025-05-19,833,N,VIIRS,n,2.0NRT,291.26,2.63,N
25.48796,-107.17036,318.2,0.54,0.42,2025-05-19,833,N,VIIRS,n,2.0NRT,291.42,1.99,N
25.60459,-100.91759,320.49,0.4,0.37,2025-05-19,833,N,VIIRS,n,2.0NRT,294.42,1.37,N
25.66496,-106.76858,307.82,0.52,0.41,2025-05-19,833,N,VIIRS,n,2.0NRT,283.73,1.3,N
25.66558,-106.77356,310.53,0.52,0.41,2025-05-19,833,N,VIIRS,n,2.0NRT,283.74,2.62,N
25.67947,-108.63282,299.41,0.44,0.46,2025-05-19,833,N,VIIRS,n,2.0NRT,285.63,0.6,N
25.69648,-100.29885,317.75,0.41,0.37,2025-05-19,833,N,VIIRS,n,2.0NRT,296.66,2.6,N
25.71752,-100.29861,310.02,0.41,0.37,2025-05-19,833,N,VIIRS,n,2.0NRT,295.13,1.37,N
25.72091,-100.29791,308.15,0.41,0.37,2025-05-19,833,N,VIIRS,n,2.0NRT,296.19,2.02,N
25.72212,-100.10431,320.32,0.41,0.37,2025-05-19,833,N,VIIRS,n,2.0NRT,293.02,7.1,N
25.72229,-100.306,314.44,0.41,0.37,2025-05-19,833,N,VIIRS,n,2.0NRT,296.09,1.77,N
25.74878,-100.31723,309.02,0.41,0.37,2025-05-19,833,N,VIIRS,n,2.0NRT,296.47,1.88,N
25.82955,-107.00144,295.94,0.53,0.42,2025-05-19,833,N,VIIRS,n,2.0NRT,283.89,1.0,N
25.83328,-106.99969,307.06,0.53,0.42,2025-05-19,833,N,VIIRS,n,2.0NRT,284.35,1.26,N
25.83406,-107.006,329.92,0.53,0.42,2025-05-19,833,N,VIIRS,n,2.0NRT,285.89,4.78,N
25.83701,-106.99797,299.4,0.53,0.42,2025-05-19,833,N,VIIRS,n,2.0NRT,282.0,1.26,N
25.91837,-106.95163,315.87,0.53,0.42,2025-05-19,833,N,VIIRS,n,2.0NRT,282.27,2.09,N
26.10591,-107.54845,305.73,0.38,0.43,2025-05-19,833,N,VIIRS,n,2.0NRT,291.65,1.16,N
26.28942,-107.56445,308.25,0.39,0.44,2025-05-19,833,N,VIIRS,n,2.0NRT,286.55,1.42,N
26.28991,-107.56867,315.67,0.39,0.44,2025-05-19,833,N,VIIRS,n,2.0NRT,285.94,1.42,N
26.29041,-107.57301,300.41,0.39,0.44,2025-05-19,833,N,VIIRS,n,2.0NRT,284.81,0.96,N
26.30714,-106.91426,296.33,0.54,0.42,2025-05-19,833,N,VIIRS,n,2.0NRT,272.79,0.49,N
26.30826,-109.04921,318.48,0.47,0.48,2025-05-19,833,N,VIIRS,n,2.0NRT,283.3,1.93,N
26.31416,-107.56614,302.78,0.39,0.44,2025-05-19,833,N,VIIRS,n,2.0NRT,284.58,0.81,N
26.31871,-107.56999,298.2,0.39,0.44,2025-05-19,833,N,VIIRS,n,2.0NRT,285.87,0.67,N
26.40887,-107.32712,296.78,0.56,0.43,2025-05-19,833,N,VIIRS,n,2.0NRT,283.82,0.87,N
26.52826,-107.32664,301.94,0.57,0.43,2025-05-19,833,N,VIIRS,n,2.0NRT,286.07,1.34,N
26.55845,-107.54345,324.83,0.39,0.44,2025-05-19,833,N,VIIRS,n,2.0NRT,292.12,2.47,N
26.55855,-107.09154,311.83,0.55,0.43,2025-05-19,833,N,VIIRS,n,2.0NRT,285.48,1.4,N
26.55902,-107.54821,300.21,0.39,0.44,2025-05-19,833,N,VIIRS,n,2.0NRT,290.05,0.88,N
26.55919,-107.09695,295.71,0.55,0.43,2025-05-19,833,N,VIIRS,n,2.0NRT,283.03,1.4,N
26.55988,-107.10269,295.11,0.55,0.43,2025-05-19,833,N,VIIRS,n,2.0NRT,283.34,0.51,N
26.56243,-107.09059,301.95,0.55,0.43,2025-05-19,833,N,VIIRS,n,2.0NRT,284.22,1.43,N
26.56282,-107.54573,306.65,0.39,0.44,2025-05-19,833,N,VIIRS,n,2.0NRT,290.0,0.88,N
26.56377,-107.10179,295.0,0.55,0.43,2025-05-19,833,N,VIIRS,n,2.0NRT,284.12,0.6,N
26.56769,-107.10114,295.05,0.55,0.43,2025-05-19,833,N,VIIRS,n,2.0NRT,284.67,0.6,N
26.57162,-107.10054,299.06,0.55,0.43,2025-05-19,833,N,VIIRS,n,2.0NRT,284.21,1.05,N
26.57937,-106.5615,306.44,0.52,0.41,2025-05-19,833,N,VIIRS,n,2.0NRT,282.03,1.68,N
26.58239,-106.5647,299.0,0.52,0.41,2025-05-19,833,N,VIIRS,n,2.0NRT,281.88,0.55,N
26.63322,-107.48122,295.81,0.39,0.44,2025-05-19,833,N,VIIRS,n,2.0NRT,284.62,0.44,N
26.65777,-107.54996,296.1,0.39,0.44,2025-05-19,833,N,VIIRS,n,2.0NRT,285.76,0.75,N
26.66181,-107.54943,309.66,0.39,0.44,2025-05-19,833,N,VIIRS,n,2.0NRT,287.36,0.75,N
26.66589,-107.54916,307.1,0.39,0.44,2025-05-19,833,N,VIIRS,n,2.0NRT,286.88,1.27,N
26.66997,-107.54896,306.72,0.39,0.44,2025-05-19,833,N,VIIRS,n,2.0NRT,287.15,1.27,N
26.67037,-107.55231,303.38,0.39,0.44,2025-05-19,833,N,VIIRS,n,2.0NRT,286.64,0.78,N
26.67081,-107.55595,299.22,0.39,0.44,2025-05-19,833,N,VIIRS,n,2.0NRT,286.53,0.78,N
26.67446,-107.55217,307.59,0.39,0.44,2025-05-19,833,N,VIIRS,n,2.0NRT,287.73,0.66,N
26.67488,-107.55572,298.21,0.39,0.44,2025-05-19,833,N,VIIRS,n,2.0NRT,287.15,0.66,N
26.70117,-107.4615,306.28,0.39,0.44,2025-05-19,833,N,VIIRS,n,2.0NRT,291.02,1.45,N
26.75537,-107.36771,302.27,0.57,0.43,2025-05-19,833,N,VIIRS,n,2.0NRT,287.95,2.86,N
26.75666,-107.37835,305.17,0.57,0.43,2025-05-19,833,N,VIIRS,n,2.0NRT,285.26,1.87,N
26.75999,-107.37227,305.48,0.57,0.43,2025-05-19,833,N,VIIRS,n,2.0NRT,286.94,2.07,N
26.76061,-107.3774,312.56,0.57,0.43,2025-05-19,833,N,VIIRS,n,2.0NRT,285.27,1.86,N
26.76125,-107.38271,317.77,0.57,0.43,2025-05-19,833,N,VIIRS,n,2.0NRT,285.22,1.86,N
26.76458,-107.37653,297.92,0.57,0.43,2025-05-19,833,N,VIIRS,n,2.0NRT,285.77,1.86,N
26.76746,-107.35697,307.61,0.57,0.43,2025-05-19,833,N,VIIRS,n,2.0NRT,285.78,4.3,N
26.76896,-107.34566,296.11,0.57,0.43,2025-05-19,833,N,VIIRS,n,2.0NRT,285.25,0.81,N
26.76973,-107.35194,301.97,0.57,0.43,2025-05-19,833,N,VIIRS,n,2.0NRT,285.58,4.11,N
26.77002,-107.34379,307.0,0.57,0.43,2025-05-19,833,N,VIIRS,n,2.0NRT,284.92,2.02,N
26.77044,-107.3578,336.0,0.57,0.43,2025-05-19,833,N,VIIRS,n,2.0NRT,289.41,4.11,N
26.77073,-107.35001,298.34,0.57,0.43,2025-05-19,833,N,VIIRS,n,2.0NRT,284.67,2.02,N
26.77143,-107.35606,339.52,0.57,0.43,2025-05-19,833,N,VIIRS,n,2.0NRT,289.72,4.3,N
26.77208,-107.36174,315.72,0.57,0.43,2025-05-19,833,N,VIIRS,n,2.0NRT,286.89,4.3,N
26.77292,-107.34482,316.89,0.57,0.43,2025-05-19,833,N,VIIRS,n,2.0NRT,285.68,1.81,N
26.77368,-107.35098,324.99,0.57,0.43,2025-05-19,833,N,VIIRS,n,2.0NRT,286.39,4.1,N
26.77399,-107.34296,311.17,0.57,0.43,2025-05-19,833,N,VIIRS,n,2.0NRT,284.71,2.18,N
26.7744,-107.35692,323.08,0.57,0.43,2025-05-19,833,N,VIIRS,n,2.0NRT,288.02,4.1,N
